ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
25DEB0D5A9E6BA67,classic_bike,2021-07-25 04:00:00,2021-07-25 04:02:20,E 7 St & Avenue A,5626.07,E 11 St & Avenue B,5659.11,40.72621788,-73.98379855,40.72746420692392,-73.97950418293476,member
0E31BA7C06E96866,classic_bike,2021-07-21 19:59:55,2021-07-21 20:05:45,Lenox Ave & W 111 St,7602.05,5 Ave & W 126 St,7701.21,40.7987859,-73.9523,40.80722,-73.9418,member
753692CF75154D65,classic_bike,2021-07-22 20:44:01,2021-07-22 20:55:03,Lenox Ave & W 111 St,7602.05,5 Ave & W 126 St,7701.21,40.7987859,-73.9523,40.80722,-73.9418,member
97C6CE1E85A42BF0,classic_bike,2021-07-02 14:46:23,2021-07-02 15:04:44,Howard St & Centre St,5422.04,MacDougal St & Prince St,5687.04,40.71910537,-73.99973337,40.72710258,-74.00297088,member
7C0F158C515EE977,classic_bike,2021-07-20 18:52:41,2021-07-20 19:01:25,Bond St & Bergen St,4404.10,Prospect Pl & 6 Ave,4166.08,40.6849668,-73.98620772,40.6793307,-73.97519523,member
BB4EDCB51CE8ECEC,classic_bike,2021-07-06 17:14:45,2021-07-06 17:16:32,6 Ave & Broome St,5610.09,MacDougal St & Prince St,5687.04,40.72431,-74.00473,40.72710258,-74.00297088,member
59D13F7BE1CB6E29,classic_bike,2021-07-18 01:58:40,2021-07-18 02:14:46,6 Ave & Broome St,5610.09,E 11 St & Avenue B,5659.11,40.72431,-74.00473,40.72746420692392,-73.97950418293476,member
E4D17CBD66D4E98E,classic_bike,2021-07-06 17:58:33,2021-07-06 18:10:52,6 Ave & Broome St,5610.09,1 Ave & E 18 St,5854.09,40.72431,-74.00473,40.733812191966315,-73.98054420948029,member
26A1A4E1840700B7,classic_bike,2021-07-20 20:48:49,2021-07-20 21:06:36,6 Ave & Broome St,5610.09,Clinton St & Joralemon St,4605.04,40.72431,-74.00473,40.69239502,-73.99337909,member
0C5825903170D003,classic_bike,2021-07-18 18:07:07,2021-07-18 18:17:15,51 St & Hobart St,6662.08,34 Ave & 38 St,6638.01,40.757764,-73.907654,40.756913,-73.921631,member
FEF83C6B559427B9,docked_bike,2021-07-12 10:31:57,2021-07-12 11:18:56,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.798786,-73.9523,40.764397,-73.973715,casual
DA3D475107FA7F57,classic_bike,2021-07-22 11:46:52,2021-07-22 12:11:03,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,member
4E60133BBA83CFBE,classic_bike,2021-07-06 17:03:12,2021-07-06 17:18:16,6 Ave & Broome St,5610.09,E 11 St & Avenue B,5659.11,40.72431,-74.00473,40.72746420692392,-73.97950418293476,member
52CF8CEFD16A368F,classic_bike,2021-07-12 16:49:50,2021-07-12 17:12:24,6 Ave & Broome St,5610.09,E 11 St & Avenue B,5659.11,40.72431,-74.00473,40.72746420692392,-73.97950418293476,member
ED70D87E627FCD29,classic_bike,2021-07-20 16:59:22,2021-07-20 17:16:04,6 Ave & Broome St,5610.09,E 11 St & Avenue B,5659.11,40.72431,-74.00473,40.72746420692392,-73.97950418293476,member
4B017716E6C632AE,classic_bike,2021-07-25 16:05:05,2021-07-25 16:23:15,6 Ave & Broome St,5610.09,E 11 St & Avenue B,5659.11,40.72431,-74.00473,40.72746420692392,-73.97950418293476,member
53B260374D0A9D55,classic_bike,2021-07-31 15:14:19,2021-07-31 15:28:39,6 Ave & Broome St,5610.09,1 Ave & E 18 St,5854.09,40.72431,-74.00473,40.733812191966315,-73.98054420948029,member
0850E6716301D795,docked_bike,2021-07-20 15:12:42,2021-07-20 17:27:44,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.798786,-73.9523,40.764397,-73.973715,casual
0B1463F318913CBA,classic_bike,2021-07-06 17:59:17,2021-07-06 18:13:02,Melrose Ave & E 150 St,7879.01,Courtlandt Ave & E 149 St,7840.05,40.816827,-73.917338,40.816402,-73.919549,member
F4BCE85815A0EC56,classic_bike,2021-07-23 22:19:15,2021-07-23 23:13:52,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,casual
6689593543365FCE,classic_bike,2021-07-05 17:22:22,2021-07-05 17:48:52,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,casual
D0F64A741B8F3ADC,classic_bike,2021-07-17 17:05:04,2021-07-17 18:52:47,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,casual
A35D3A66FA04E3BC,classic_bike,2021-07-11 14:49:55,2021-07-11 15:05:42,Melrose Ave & E 150 St,7879.01,Courtlandt Ave & E 149 St,7840.05,40.816827,-73.917338,40.816402,-73.919549,casual
2513440E8459DAEE,classic_bike,2021-07-13 05:33:31,2021-07-13 05:45:19,McKibbin St & Manhattan Ave,4996.08,Nassau Ave & Russell St,5581.01,40.70510918,-73.94407279,40.72557,-73.94434,casual
FB3BFEBD47363866,classic_bike,2021-07-31 15:16:47,2021-07-31 15:33:53,Anthony Ave & E 175 St,8319.01,Decatur Ave & Oliver Pl,8631.03,40.846465,-73.903869,40.867,-73.8857764,casual
B1E582913E0D5A0D,classic_bike,2021-07-01 09:05:10,2021-07-01 09:45:37,6 Ave & Broome St,5610.09,Grand Army Plaza & Central Park S,6839.10,40.72431,-74.00473,40.7643971,-73.97371465,casual
4C2DA85D703B2A64,classic_bike,2021-07-26 18:10:06,2021-07-26 18:30:04,Melrose Ave & E 150 St,7879.01,5 Ave & W 126 St,7701.21,40.816827,-73.917338,40.80722,-73.9418,casual
082DB8B4933CAED7,classic_bike,2021-07-22 08:04:10,2021-07-22 08:16:49,51 St &  Hobart St,6662.08,34 Ave & 38 St,6638.01,40.757764,-73.907654,40.756913,-73.921631,casual
AE1E81DC7475AD11,classic_bike,2021-07-27 15:11:43,2021-07-27 15:23:44,51 St &  Hobart St,6662.08,34 Ave & 38 St,6638.01,40.757764,-73.907654,40.756913,-73.921631,casual
D306638B196027A0,classic_bike,2021-07-10 19:34:21,2021-07-10 20:17:16,Lenox Ave & W 111 St,7602.05,W 47 St & 6 Ave,6667.04,40.7987859,-73.9523,40.758397,-73.98255,casual
C66AF27605F61A11,classic_bike,2021-07-04 11:23:11,2021-07-04 11:25:44,6 Ave & Broome St,5610.09,MacDougal St & Prince St,5687.04,40.72431,-74.00473,40.72710258,-74.00297088,casual
CDCC3FD05610A16D,classic_bike,2021-07-02 10:34:02,2021-07-02 10:38:16,Melrose Ave & E 150 St,7879.01,Courtlandt Ave & E 149 St,7840.05,40.816827,-73.917338,40.816402,-73.919549,casual
D606BB6C52379E00,classic_bike,2021-07-27 17:35:42,2021-07-27 17:54:48,Carlton Ave & Park Ave,4732.04,Baltic St & 5 Ave,4208.11,40.69580705,-73.97355569,40.6795766,-73.97854971,casual
F6DCEB4FA74FA76A,classic_bike,2021-07-07 14:20:14,2021-07-07 14:45:30,6 Ave & Broome St,5610.09,MacDougal St & Prince St,5687.04,40.72431,-74.00473,40.72710258,-74.00297088,casual
4438E9165ECC519B,classic_bike,2021-07-16 11:59:39,2021-07-16 12:05:24,McKibbin St & Manhattan Ave,4996.08,George St & Wilson Ave,4906.07,40.70510918,-73.94407279,40.702997,-73.92997,member
55EB88B9043208DA,classic_bike,2021-07-28 15:24:30,2021-07-28 15:28:47,6 Ave & Broome St,5610.09,MacDougal St & Prince St,5687.04,40.72431,-74.00473,40.72710258,-74.00297088,member
6FE88E89F53389BE,classic_bike,2021-07-28 08:05:19,2021-07-28 08:16:08,51 St &  Hobart St,6662.08,34 Ave & 38 St,6638.01,40.757764,-73.907654,40.756913,-73.921631,member
